devid,location,color,devgroup,ts,temperature,humidity
4, hangzhou, blue, 1, 1575129681000, 17, 13.998644
4, hangzhou, blue, 1, 1575129682000, 27, 12.180101
4, hangzhou, blue, 1, 1575129683000, 17, 16.405635
4, hangzhou, blue, 1, 1575129684000, 33, 16.027225
4, hangzhou, blue, 1, 1575129685000, 28, 17.864308
4, hangzhou, blue, 1, 1575129686000, 20, 16.057140
4, hangzhou, blue, 1, 1575129687000, 26, 17.240991
4, hangzhou, blue, 1, 1575129688000, 31, 11.178153
4, hangzhou, blue, 1, 1575129689000, 29, 11.688910
4, hangzhou, blue, 1, 1575129690000, 24, 15.830195
4, hangzhou, blue, 1, 1575129691000, 33, 13.083720
4, hangzhou, blue, 1, 1575129692000, 25, 15.003569
4, hangzhou, blue, 1, 1575129693000, 16, 14.412837
4, hangzhou, blue, 1, 1575129694000, 26, 18.930523
4, hangzhou, blue, 1, 1575129695000, 19, 10.657332
4, hangzhou, blue, 1, 1575129696000, 28, 11.193432
4, hangzhou, blue, 1, 1575129697000, 17, 18.000253
4, hangzhou, blue, 1, 1575129698000, 21, 15.908098
4, hangzhou, blue, 1, 1575129699000, 25, 14.506726
5, nanjing, white, 2, 1575129600000, 20, 17.327941
5, nanjing, white, 2, 1575129601000, 18, 14.271766
5, nanjing, white, 2, 1575129602000, 26, 19.593114
5, nanjing, white, 2, 1575129603000, 19, 13.142911
5, nanjing, white, 2, 1575129604000, 27, 15.166424
5, nanjing, white, 2, 1575129605000, 28, 11.804980
5, nanjing, white, 2, 1575129606000, 24, 17.625403
5, nanjing, white, 2, 1575129607000, 19, 11.373316
5, nanjing, white, 2, 1575129608000, 34, 19.434849
5, nanjing, white, 2, 1575129609000, 31, 14.078995
5, nanjing, white, 2, 1575129610000, 27, 11.647533
5, nanjing, white, 2, 1575129611000, 25, 16.624403
5, nanjing, white, 2, 1575129612000, 28, 12.862567
5, nanjing, white, 2, 1575129613000, 20, 18.218963
5, nanjing, white, 2, 1575129614000, 17, 10.021056
5, nanjing, white, 2, 1575129615000, 30, 16.042743
5, nanjing, white, 2, 1575129616000, 26, 11.424560
5, nanjing, white, 2, 1575129617000, 21, 10.094065
5, nanjing, white, 2, 1575129618000, 31, 15.982905
5, nanjing, white, 2, 1575129619000, 17, 15.925533
5, nanjing, white, 2, 1575129620000, 30, 15.622108
5, nanjing, white, 2, 1575129621000, 18, 19.320662
5, nanjing, white, 2, 1575129622000, 19, 14.068873
5, nanjing, white, 2, 1575129623000, 15, 15.213653
5, nanjing, white, 2, 1575129624000, 32, 16.028939
5, nanjing, white, 2, 1575129625000, 28, 17.858151
5, nanjing, white, 2, 1575129626000, 18, 11.261528
5, nanjing, white, 2, 1575129627000, 21, 10.262692
5, nanjing, white, 2, 1575129628000, 27, 13.190850
5, nanjing, white, 2, 1575129629000, 17, 15.404541
5, nanjing, white, 2, 1575129630000, 27, 10.852643
5, nanjing, white, 2, 1575129631000, 23, 13.134271
5, nanjing, white, 2, 1575129632000, 22, 19.928938
5, nanjing, white, 2, 1575129633000, 19, 10.683633
5, nanjing, white, 2, 1575129634000, 29, 15.450679
5, nanjing, white, 2, 1575129635000, 20, 17.032495
5, nanjing, white, 2, 1575129636000, 21, 16.081343
5, nanjing, white, 2, 1575129637000, 31, 15.173797
5, nanjing, white, 2, 1575129638000, 17, 18.062092
5, nanjing, white, 2, 1575129639000, 22, 14.139422
5, nanjing, white, 2, 1575129640000, 30, 15.335309
5, nanjing, white, 2, 1575129641000, 30, 18.381148
5, nanjing, white, 2, 1575129642000, 28, 15.640517
5, nanjing, white, 2, 1575129643000, 15, 10.603125
5, nanjing, white, 2, 1575129644000, 18, 12.096534
5, nanjing, white, 2, 1575129645000, 27, 17.015026
5, nanjing, white, 2, 1575129646000, 24, 15.616134
5, nanjing, white, 2, 1575129647000, 32, 15.552120
5, nanjing, white, 2, 1575129648000, 18, 13.846167
5, nanjing, white, 2, 1575129649000, 32, 15.406105
5, nanjing, white, 2, 1575129650000, 19, 14.396603
5, nanjing, white, 2, 1575129651000, 34, 15.660214
5, nanjing, white, 2, 1575129652000, 29, 19.035787
5, nanjing, white, 2, 1575129653000, 26, 14.746065
5, nanjing, white, 2, 1575129654000, 29, 14.144764
5, nanjing, white, 2, 1575129655000, 32, 11.953327
5, nanjing, white, 2, 1575129656000, 16, 11.546639
5, nanjing, white, 2, 1575129657000, 20, 12.779206
5, nanjing, white, 2, 1575129658000, 16, 16.364659
5, nanjing, white, 2, 1575129659000, 29, 10.204467
5, nanjing, white, 2, 1575129660000, 22, 18.824781
5, nanjing, white, 2, 1575129661000, 26, 18.795199
5, nanjing, white, 2, 1575129662000, 16, 12.142987
5, nanjing, white, 2, 1575129663000, 30, 13.810269
5, nanjing, white, 2, 1575129664000, 28, 19.670323
5, nanjing, white, 2, 1575129665000, 17, 10.776152
5, nanjing, white, 2, 1575129666000, 31, 18.095779
5, nanjing, white, 2, 1575129667000, 34, 12.720668
5, nanjing, white, 2, 1575129668000, 27, 18.285647
5, nanjing, white, 2, 1575129669000, 18, 15.929034
5, nanjing, white, 2, 1575129670000, 27, 10.397290
5, nanjing, white, 2, 1575129671000, 29, 12.914206
5, nanjing, white, 2, 1575129672000, 29, 11.560832
5, nanjing, white, 2, 1575129673000, 21, 15.487904
5, nanjing, white, 2, 1575129674000, 28, 11.585003
5, nanjing, white, 2, 1575129675000, 30, 15.042832
5, nanjing, white, 2, 1575129676000, 23, 12.408045
5, nanjing, white, 2, 1575129677000, 15, 17.353187
5, nanjing, white, 2, 1575129678000, 31, 18.084138
5, nanjing, white, 2, 1575129679000, 34, 10.756624
5, nanjing, white, 2, 1575129680000, 19, 13.270267
5, nanjing, white, 2, 1575129681000, 27, 16.639891
5, nanjing, white, 2, 1575129682000, 31, 14.671892
5, nanjing, white, 2, 1575129683000, 27, 10.554016
5, nanjing, white, 2, 1575129684000, 16, 14.507173
5, nanjing, white, 2, 1575129685000, 19, 11.977540
5, nanjing, white, 2, 1575129686000, 26, 13.286239
5, nanjing, white, 2, 1575129687000, 30, 17.858074
5, nanjing, white, 2, 1575129688000, 24, 19.446978
5, nanjing, white, 2, 1575129689000, 21, 19.698453
5, nanjing, white, 2, 1575129690000, 21, 19.494527
5, nanjing, white, 2, 1575129691000, 34, 11.911972
5, nanjing, white, 2, 1575129692000, 16, 16.283904
5, nanjing, white, 2, 1575129693000, 29, 12.346139
5, nanjing, white, 2, 1575129694000, 25, 10.589538
5, nanjing, white, 2, 1575129695000, 23, 16.730700
5, nanjing, white, 2, 1575129696000, 33, 16.858111
5, nanjing, white, 2, 1575129697000, 27, 13.779923
5, nanjing, white, 2, 1575129698000, 20, 11.035122
5, nanjing, white, 2, 1575129699000, 34, 10.444430
6, wuhan, black, 0, 1575129600000, 30, 13.948532
6, wuhan, black, 0, 1575129601000, 28, 12.860198
6, wuhan, black, 0, 1575129602000, 32, 14.979606
6, wuhan, black, 0, 1575129603000, 22, 11.844284
6, wuhan, black, 0, 1575129604000, 16, 19.507148
6, wuhan, black, 0, 1575129605000, 22, 14.315308
6, wuhan, black, 0, 1575129606000, 19, 13.773210
6, wuhan, black, 0, 1575129607000, 31, 18.224420
6, wuhan, black, 0, 1575129608000, 28, 15.962573
6, wuhan, black, 0, 1575129609000, 32, 12.855757
6, wuhan, black, 0, 1575129610000, 32, 11.010859
6, wuhan, black, 0, 1575129611000, 33, 11.110190
6, wuhan, black, 0, 1575129612000, 24, 18.628721
6, wuhan, black, 0, 1575129613000, 30, 16.044831
6, wuhan, black, 0, 1575129614000, 29, 14.617854
6, wuhan, black, 0, 1575129615000, 31, 15.591157
6, wuhan, black, 0, 1575129616000, 31, 12.486593
6, wuhan, black, 0, 1575129617000, 21, 17.680152
6, wuhan, black, 0, 1575129618000, 27, 10.341043
6, wuhan, black, 0, 1575129619000, 28, 13.359138
6, wuhan, black, 0, 1575129620000, 30, 19.654174
6, wuhan, black, 0, 1575129621000, 28, 18.037469
6, wuhan, black, 0, 1575129622000, 25, 18.404051
6, wuhan, black, 0, 1575129623000, 16, 14.856599
6, wuhan, black, 0, 1575129624000, 29, 19.552920
6, wuhan, black, 0, 1575129625000, 17, 13.434096
6, wuhan, black, 0, 1575129626000, 27, 17.019559
6, wuhan, black, 0, 1575129627000, 26, 15.173058
6, wuhan, black, 0, 1575129628000, 32, 12.826764
6, wuhan, black, 0, 1575129629000, 26, 17.535447
6, wuhan, black, 0, 1575129630000, 21, 14.249137
6, wuhan, black, 0, 1575129631000, 17, 17.047627
6, wuhan, black, 0, 1575129632000, 27, 16.650397
6, wuhan, black, 0, 1575129633000, 15, 13.081019
6, wuhan, black, 0, 1575129634000, 31, 16.957137
6, wuhan, black, 0, 1575129635000, 16, 14.120849
6, wuhan, black, 0, 1575129636000, 20, 19.559244
6, wuhan, black, 0, 1575129637000, 24, 17.951023
6, wuhan, black, 0, 1575129638000, 28, 12.034821
6, wuhan, black, 0, 1575129639000, 27, 19.410968
6, wuhan, black, 0, 1575129640000, 32, 19.163660
6, wuhan, black, 0, 1575129641000, 19, 18.268331
6, wuhan, black, 0, 1575129642000, 17, 13.487017
6, wuhan, black, 0, 1575129643000, 15, 19.085113
6, wuhan, black, 0, 1575129644000, 31, 18.786878
6, wuhan, black, 0, 1575129645000, 25, 17.901693
6, wuhan, black, 0, 1575129646000, 16, 13.458948
6, wuhan, black, 0, 1575129647000, 17, 16.372939
6, wuhan, black, 0, 1575129648000, 20, 16.547324
6, wuhan, black, 0, 1575129649000, 22, 14.801144
6, wuhan, black, 0, 1575129650000, 16, 15.819640
6, wuhan, black, 0, 1575129651000, 24, 16.569364
6, wuhan, black, 0, 1575129652000, 29, 13.750153
6, wuhan, black, 0, 1575129653000, 16, 14.846974
6, wuhan, black, 0, 1575129654000, 23, 15.937862
6, wuhan, black, 0, 1575129655000, 32, 19.969213
6, wuhan, black, 0, 1575129656000, 17, 16.589262
6, wuhan, black, 0, 1575129657000, 16, 15.983127
6, wuhan, black, 0, 1575129658000, 32, 19.981177
6, wuhan, black, 0, 1575129659000, 30, 15.526706
6, wuhan, black, 0, 1575129660000, 30, 11.473325
6, wuhan, black, 0, 1575129661000, 34, 14.734314
6, wuhan, black, 0, 1575129662000, 31, 19.298395
6, wuhan, black, 0, 1575129663000, 22, 16.150773
6, wuhan, black, 0, 1575129664000, 18, 10.211251
6, wuhan, black, 0, 1575129665000, 23, 16.773732
6, wuhan, black, 0, 1575129666000, 22, 14.005852
6, wuhan, black, 0, 1575129667000, 17, 13.159840
6, wuhan, black, 0, 1575129668000, 26, 13.747615
6, wuhan, black, 0, 1575129669000, 26, 14.601900
6, wuhan, black, 0, 1575129670000, 29, 10.489225
6, wuhan, black, 0, 1575129671000, 21, 16.890829
6, wuhan, black, 0, 1575129672000, 26, 11.081302
6, wuhan, black, 0, 1575129673000, 26, 19.336692
6, wuhan, black, 0, 1575129674000, 22, 13.601869
6, wuhan, black, 0, 1575129675000, 19, 11.627652
6, wuhan, black, 0, 1575129676000, 19, 13.767122
6, wuhan, black, 0, 1575129677000, 17, 15.320825
6, wuhan, black, 0, 1575129678000, 16, 13.546837
6, wuhan, black, 0, 1575129679000, 26, 19.562339
6, wuhan, black, 0, 1575129680000, 24, 18.861545
6, wuhan, black, 0, 1575129681000, 22, 11.048994
6, wuhan, black, 0, 1575129682000, 32, 18.633559
6, wuhan, black, 0, 1575129683000, 24, 11.423349
6, wuhan, black, 0, 1575129684000, 31, 10.958536
6, wuhan, black, 0, 1575129685000, 27, 16.700368
6, wuhan, black, 0, 1575129686000, 32, 19.383603
6, wuhan, black, 0, 1575129687000, 25, 12.817186
6, wuhan, black, 0, 1575129688000, 21, 19.289010
6, wuhan, black, 0, 1575129689000, 21, 18.514933
6, wuhan, black, 0, 1575129690000, 22, 19.214387
6, wuhan, black, 0, 1575129691000, 33, 11.673355
6, wuhan, black, 0, 1575129692000, 23, 18.321138
6, wuhan, black, 0, 1575129693000, 29, 11.371021
6, wuhan, black, 0, 1575129694000, 32, 10.531389
6, wuhan, black, 0, 1575129695000, 18, 15.921944
6, wuhan, black, 0, 1575129696000, 27, 16.780309
6, wuhan, black, 0, 1575129697000, 29, 12.028908
6, wuhan, black, 0, 1575129698000, 32, 14.714637
6, wuhan, black, 0, 1575129699000, 29, 12.753968
7, suzhou, green, 1, 1575129600000, 24, 15.501768
7, suzhou, green, 1, 1575129601000, 18, 17.583403
7, suzhou, green, 1, 1575129602000, 15, 14.919566
7, suzhou, green, 1, 1575129603000, 34, 11.870620
7, suzhou, green, 1, 1575129604000, 29, 13.098385
7, suzhou, green, 1, 1575129605000, 16, 17.498160
7, suzhou, green, 1, 1575129606000, 30, 19.744556
7, suzhou, green, 1, 1575129607000, 33, 16.558870
7, suzhou, green, 1, 1575129608000, 16, 12.532103
7, suzhou, green, 1, 1575129609000, 16, 16.504603
7, suzhou, green, 1, 1575129610000, 25, 11.681246
7, suzhou, green, 1, 1575129611000, 30, 10.620805
7, suzhou, green, 1, 1575129612000, 22, 16.687937
7, suzhou, green, 1, 1575129613000, 25, 17.911474
7, suzhou, green, 1, 1575129614000, 32, 11.036519
7, suzhou, green, 1, 1575129615000, 29, 16.162914
7, suzhou, green, 1, 1575129616000, 30, 10.425992
7, suzhou, green, 1, 1575129617000, 34, 19.630803
7, suzhou, green, 1, 1575129618000, 29, 17.739556
7, suzhou, green, 1, 1575129619000, 32, 17.805220
7, suzhou, green, 1, 1575129620000, 23, 15.547236
7, suzhou, green, 1, 1575129621000, 19, 13.928559
7, suzhou, green, 1, 1575129622000, 34, 15.063669
7, suzhou, green, 1, 1575129623000, 33, 16.968293
7, suzhou, green, 1, 1575129624000, 24, 17.425284
7, suzhou, green, 1, 1575129625000, 29, 12.856950
7, suzhou, green, 1, 1575129626000, 16, 10.769358
7, suzhou, green, 1, 1575129627000, 19, 19.106196
7, suzhou, green, 1, 1575129628000, 15, 18.987306
7, suzhou, green, 1, 1575129629000, 18, 19.311755
7, suzhou, green, 1, 1575129630000, 20, 11.854711
7, suzhou, green, 1, 1575129631000, 17, 11.268703
7, suzhou, green, 1, 1575129632000, 28, 18.451425
7, suzhou, green, 1, 1575129633000, 30, 15.813294
7, suzhou, green, 1, 1575129634000, 28, 14.549649
7, suzhou, green, 1, 1575129635000, 30, 18.777474
7, suzhou, green, 1, 1575129636000, 28, 18.789080
7, suzhou, green, 1, 1575129637000, 22, 12.038230
7, suzhou, green, 1, 1575129638000, 15, 10.294816
7, suzhou, green, 1, 1575129639000, 18, 19.396735
7, suzhou, green, 1, 1575129640000, 20, 17.763178
7, suzhou, green, 1, 1575129641000, 27, 17.413355
7, suzhou, green, 1, 1575129642000, 29, 12.723483
7, suzhou, green, 1, 1575129643000, 29, 12.753222
7, suzhou, green, 1, 1575129644000, 25, 11.097518
7, suzhou, green, 1, 1575129645000, 27, 15.300300
7, suzhou, green, 1, 1575129646000, 34, 11.625943
7, suzhou, green, 1, 1575129647000, 25, 16.646308
7, suzhou, green, 1, 1575129648000, 31, 10.940592
7, suzhou, green, 1, 1575129649000, 25, 18.853796
7, suzhou, green, 1, 1575129650000, 23, 16.183418
7, suzhou, green, 1, 1575129651000, 34, 15.379113
7, suzhou, green, 1, 1575129652000, 15, 10.424659
7, suzhou, green, 1, 1575129653000, 25, 10.196040
7, suzhou, green, 1, 1575129654000, 24, 15.591199
7, suzhou, green, 1, 1575129655000, 31, 17.032220
7, suzhou, green, 1, 1575129656000, 30, 14.349576
7, suzhou, green, 1, 1575129657000, 21, 14.315072
7, suzhou, green, 1, 1575129658000, 18, 12.297491
7, suzhou, green, 1, 1575129659000, 27, 13.134474
7, suzhou, green, 1, 1575129660000, 28, 16.510527
7, suzhou, green, 1, 1575129661000, 21, 17.905938
7, suzhou, green, 1, 1575129662000, 16, 14.310720
7, suzhou, green, 1, 1575129663000, 33, 12.415139
7, suzhou, green, 1, 1575129664000, 28, 19.899145
7, suzhou, green, 1, 1575129665000, 32, 18.874009
7, suzhou, green, 1, 1575129666000, 34, 16.834873
7, suzhou, green, 1, 1575129667000, 16, 18.383447
7, suzhou, green, 1, 1575129668000, 29, 11.365641
7, suzhou, green, 1, 1575129669000, 34, 13.137474
7, suzhou, green, 1, 1575129670000, 18, 13.566243
7, suzhou, green, 1, 1575129671000, 27, 16.454975
7, suzhou, green, 1, 1575129672000, 21, 10.957562
7, suzhou, green, 1, 1575129673000, 24, 14.916977
7, suzhou, green, 1, 1575129674000, 28, 12.449565
7, suzhou, green, 1, 1575129675000, 20, 10.217084
7, suzhou, green, 1, 1575129676000, 32, 15.026526
7, suzhou, green, 1, 1575129677000, 20, 10.291223
7, suzhou, green, 1, 1575129678000, 24, 13.561227
7, suzhou, green, 1, 1575129679000, 26, 10.091348
7, suzhou, green, 1, 1575129680000, 25, 13.574391
7, suzhou, green, 1, 1575129681000, 33, 17.308216
7, suzhou, green, 1, 1575129682000, 15, 11.635235
7, suzhou, green, 1, 1575129683000, 31, 19.967076
7, suzhou, green, 1, 1575129684000, 25, 11.849431
7, suzhou, green, 1, 1575129685000, 31, 16.161484
7, suzhou, green, 1, 1575129686000, 20, 15.716389
7, suzhou, green, 1, 1575129687000, 22, 17.486091
7, suzhou, green, 1, 1575129688000, 29, 10.390956
7, suzhou, green, 1, 1575129689000, 18, 18.549987
7, suzhou, green, 1, 1575129690000, 21, 12.367505
7, suzhou, green, 1, 1575129691000, 30, 12.345558
7, suzhou, green, 1, 1575129692000, 17, 14.100245
7, suzhou, green, 1, 1575129693000, 19, 11.093554
7, suzhou, green, 1, 1575129694000, 26, 13.614985
7, suzhou, green, 1, 1575129695000, 28, 13.753683
7, suzhou, green, 1, 1575129696000, 21, 12.691688
7, suzhou, green, 1, 1575129697000, 29, 17.595583
7, suzhou, green, 1, 1575129698000, 20, 13.184472
7, suzhou, green, 1, 1575129699000, 17, 14.349156
8, haerbing, yellow, 2, 1575129600000, 28, 13.254039
8, haerbing, yellow, 2, 1575129601000, 21, 17.815564
8, haerbing, yellow, 2, 1575129602000, 19, 11.209747
8, haerbing, yellow, 2, 1575129603000, 26, 16.861074
8, haerbing, yellow, 2, 1575129604000, 31, 11.504868
8, haerbing, yellow, 2, 1575129605000, 34, 19.224629
8, haerbing, yellow, 2, 1575129606000, 23, 11.358596
8, haerbing, yellow, 2, 1575129607000, 31, 12.635280
8, haerbing, yellow, 2, 1575129608000, 26, 11.433395
8, haerbing, yellow, 2, 1575129609000, 17, 13.468466
8, haerbing, yellow, 2, 1575129610000, 33, 14.519953
8, haerbing, yellow, 2, 1575129611000, 15, 14.241436
8, haerbing, yellow, 2, 1575129612000, 16, 13.055456
8, haerbing, yellow, 2, 1575129613000, 17, 13.772431
8, haerbing, yellow, 2, 1575129614000, 19, 12.057286
8, haerbing, yellow, 2, 1575129615000, 19, 13.647710
8, haerbing, yellow, 2, 1575129616000, 20, 15.103685
8, haerbing, yellow, 2, 1575129617000, 18, 16.627761
8, haerbing, yellow, 2, 1575129618000, 26, 18.441795
8, haerbing, yellow, 2, 1575129619000, 15, 18.348824
8, haerbing, yellow, 2, 1575129620000, 32, 18.431012
8, haerbing, yellow, 2, 1575129621000, 17, 10.795047
8, haerbing, yellow, 2, 1575129622000, 34, 10.793828
8, haerbing, yellow, 2, 1575129623000, 18, 16.664458
8, haerbing, yellow, 2, 1575129624000, 22, 16.533227
8, haerbing, yellow, 2, 1575129625000, 15, 12.870278
8, haerbing, yellow, 2, 1575129626000, 31, 17.592231
8, haerbing, yellow, 2, 1575129627000, 17, 10.092316
8, haerbing, yellow, 2, 1575129628000, 22, 10.988946
8, haerbing, yellow, 2, 1575129629000, 17, 14.493579
8, haerbing, yellow, 2, 1575129630000, 20, 11.943546
8, haerbing, yellow, 2, 1575129631000, 28, 19.871601
8, haerbing, yellow, 2, 1575129632000, 16, 16.607235
8, haerbing, yellow, 2, 1575129633000, 19, 10.197650
8, haerbing, yellow, 2, 1575129634000, 19, 10.742104
8, haerbing, yellow, 2, 1575129635000, 30, 18.785863
8, haerbing, yellow, 2, 1575129636000, 16, 14.827333
8, haerbing, yellow, 2, 1575129637000, 28, 13.826542
8, haerbing, yellow, 2, 1575129638000, 16, 18.638533
8, haerbing, yellow, 2, 1575129639000, 24, 17.832974
8, haerbing, yellow, 2, 1575129640000, 31, 14.904558
8, haerbing, yellow, 2, 1575129641000, 32, 16.034774
8, haerbing, yellow, 2, 1575129642000, 33, 16.879997
8, haerbing, yellow, 2, 1575129643000, 18, 16.981511
8, haerbing, yellow, 2, 1575129644000, 19, 18.554924
8, haerbing, yellow, 2, 1575129645000, 28, 12.138742
8, haerbing, yellow, 2, 1575129646000, 27, 17.938497
8, haerbing, yellow, 2, 1575129647000, 25, 16.919425
8, haerbing, yellow, 2, 1575129648000, 15, 17.739521
8, haerbing, yellow, 2, 1575129649000, 26, 16.017035
8, haerbing, yellow, 2, 1575129650000, 20, 14.530903
8, haerbing, yellow, 2, 1575129651000, 32, 10.938258
8, haerbing, yellow, 2, 1575129652000, 18, 15.265134
8, haerbing, yellow, 2, 1575129653000, 25, 11.227825
8, haerbing, yellow, 2, 1575129654000, 32, 15.839538
8, haerbing, yellow, 2, 1575129655000, 20, 12.813906
8, haerbing, yellow, 2, 1575129656000, 34, 14.348205
8, haerbing, yellow, 2, 1575129657000, 23, 13.158134
8, haerbing, yellow, 2, 1575129658000, 27, 18.320920
8, haerbing, yellow, 2, 1575129659000, 31, 10.848533
8, haerbing, yellow, 2, 1575129660000, 21, 13.549193
8, haerbing, yellow, 2, 1575129661000, 21, 10.043014
8, haerbing, yellow, 2, 1575129662000, 17, 13.852666
8, haerbing, yellow, 2, 1575129663000, 20, 13.046154
8, haerbing, yellow, 2, 1575129664000, 15, 15.538251
8, haerbing, yellow, 2, 1575129665000, 25, 15.422191
8, haerbing, yellow, 2, 1575129666000, 23, 17.912156
8, haerbing, yellow, 2, 1575129667000, 31, 10.870706
8, haerbing, yellow, 2, 1575129668000, 15, 15.348852
8, haerbing, yellow, 2, 1575129669000, 15, 19.605174
8, haerbing, yellow, 2, 1575129670000, 20, 12.633162
8, haerbing, yellow, 2, 1575129671000, 23, 15.347140
8, haerbing, yellow, 2, 1575129672000, 23, 19.131427
8, haerbing, yellow, 2, 1575129673000, 28, 17.031277
8, haerbing, yellow, 2, 1575129674000, 25, 12.871234
8, haerbing, yellow, 2, 1575129675000, 27, 12.112865
8, haerbing, yellow, 2, 1575129676000, 28, 14.989160
8, haerbing, yellow, 2, 1575129677000, 34, 12.925199
8, haerbing, yellow, 2, 1575129678000, 30, 11.244869
8, haerbing, yellow, 2, 1575129679000, 34, 13.189385
8, haerbing, yellow, 2, 1575129680000, 32, 12.347545
8, haerbing, yellow, 2, 1575129681000, 29, 14.551418
8, haerbing, yellow, 2, 1575129682000, 30, 14.502223
8, haerbing, yellow, 2, 1575129683000, 32, 13.304706
8, haerbing, yellow, 2, 1575129684000, 25, 12.030741
8, haerbing, yellow, 2, 1575129685000, 17, 16.387617
8, haerbing, yellow, 2, 1575129686000, 15, 19.766795
8, haerbing, yellow, 2, 1575129687000, 21, 16.533866
8, haerbing, yellow, 2, 1575129688000, 17, 11.657003
8, haerbing, yellow, 2, 1575129689000, 34, 12.667008
8, haerbing, yellow, 2, 1575129690000, 22, 15.673815
8, haerbing, yellow, 2, 1575129691000, 22, 15.767975
8, haerbing, yellow, 2, 1575129692000, 31, 19.982548
8, haerbing, yellow, 2, 1575129693000, 29, 19.036149
8, haerbing, yellow, 2, 1575129694000, 24, 16.044736
8, haerbing, yellow, 2, 1575129695000, 19, 12.138802
8, haerbing, yellow, 2, 1575129696000, 28, 17.771396
8, haerbing, yellow, 2, 1575129697000, 31, 16.321497
8, haerbing, yellow, 2, 1575129698000, 25, 15.864515
8, haerbing, yellow, 2, 1575129699000, 25, 16.492443
9, shijiazhuang, blue, 0, 1575129600000, 23, 16.002889
9, shijiazhuang, blue, 0, 1575129601000, 26, 17.034610
9, shijiazhuang, blue, 0, 1575129602000, 29, 12.892319
9, shijiazhuang, blue, 0, 1575129603000, 34, 15.321807
9, shijiazhuang, blue, 0, 1575129604000, 29, 12.562642
9, shijiazhuang, blue, 0, 1575129605000, 32, 17.190246
9, shijiazhuang, blue, 0, 1575129606000, 19, 15.361774
9, shijiazhuang, blue, 0, 1575129607000, 26, 15.022364
9, shijiazhuang, blue, 0, 1575129608000, 31, 14.837084
9, shijiazhuang, blue, 0, 1575129609000, 25, 11.554289
9, shijiazhuang, blue, 0, 1575129610000, 21, 15.313973
9, shijiazhuang, blue, 0, 1575129611000, 27, 18.621783
9, shijiazhuang, blue, 0, 1575129612000, 31, 18.018101
9, shijiazhuang, blue, 0, 1575129613000, 23, 14.421450
9, shijiazhuang, blue, 0, 1575129614000, 28, 10.833142
9, shijiazhuang, blue, 0, 1575129615000, 33, 18.169837
9, shijiazhuang, blue, 0, 1575129616000, 21, 18.772730
9, shijiazhuang, blue, 0, 1575129617000, 24, 18.893146
9, shijiazhuang, blue, 0, 1575129618000, 24, 10.290187
9, shijiazhuang, blue, 0, 1575129619000, 23, 17.393345
9, shijiazhuang, blue, 0, 1575129620000, 30, 12.949215
9, shijiazhuang, blue, 0, 1575129621000, 19, 19.267621
9, shijiazhuang, blue, 0, 1575129622000, 33, 14.831735
9, shijiazhuang, blue, 0, 1575129623000, 21, 14.711125
9, shijiazhuang, blue, 0, 1575129624000, 16, 17.168485
9, shijiazhuang, blue, 0, 1575129625000, 17, 16.426433
9, shijiazhuang, blue, 0, 1575129626000, 19, 13.879050
9, shijiazhuang, blue, 0, 1575129627000, 21, 18.308168
9, shijiazhuang, blue, 0, 1575129628000, 17, 10.845681
9, shijiazhuang, blue, 0, 1575129629000, 20, 10.238272
9, shijiazhuang, blue, 0, 1575129630000, 19, 19.424976
9, shijiazhuang, blue, 0, 1575129631000, 31, 13.885909
9, shijiazhuang, blue, 0, 1575129632000, 15, 19.264740
9, shijiazhuang, blue, 0, 1575129633000, 30, 12.460645
9, shijiazhuang, blue, 0, 1575129634000, 27, 17.608036
9, shijiazhuang, blue, 0, 1575129635000, 25, 13.493812
9, shijiazhuang, blue, 0, 1575129636000, 19, 10.955939
9, shijiazhuang, blue, 0, 1575129637000, 24, 11.956587
9, shijiazhuang, blue, 0, 1575129638000, 15, 19.141381
9, shijiazhuang, blue, 0, 1575129639000, 24, 14.801530
9, shijiazhuang, blue, 0, 1575129640000, 17, 14.347318
9, shijiazhuang, blue, 0, 1575129641000, 29, 14.803237
9, shijiazhuang, blue, 0, 1575129642000, 28, 10.342297
9, shijiazhuang, blue, 0, 1575129643000, 29, 19.368282
9, shijiazhuang, blue, 0, 1575129644000, 31, 17.491654
9, shijiazhuang, blue, 0, 1575129645000, 18, 13.161736
9, shijiazhuang, blue, 0, 1575129646000, 17, 16.067354
9, shijiazhuang, blue, 0, 1575129647000, 18, 13.736465
9, shijiazhuang, blue, 0, 1575129648000, 23, 19.103276
9, shijiazhuang, blue, 0, 1575129649000, 29, 16.075892
9, shijiazhuang, blue, 0, 1575129650000, 21, 10.728566
9, shijiazhuang, blue, 0, 1575129651000, 15, 18.921849
9, shijiazhuang, blue, 0, 1575129652000, 24, 16.914709
9, shijiazhuang, blue, 0, 1575129653000, 19, 13.501651
9, shijiazhuang, blue, 0, 1575129654000, 19, 13.538347
9, shijiazhuang, blue, 0, 1575129655000, 16, 13.261095
9, shijiazhuang, blue, 0, 1575129656000, 32, 16.315746
9, shijiazhuang, blue, 0, 1575129657000, 27, 16.400939
9, shijiazhuang, blue, 0, 1575129658000, 24, 13.321819
9, shijiazhuang, blue, 0, 1575129659000, 27, 19.070181
9, shijiazhuang, blue, 0, 1575129660000, 27, 13.040922
9, shijiazhuang, blue, 0, 1575129661000, 32, 10.872530
